indice,CIE DL,CIE Da,CIE Db,CIE DC,CIE DH,y,KNeighbors,RedesNeuronales,SVC,GaussianNB,RandomF,XGBoost
1077,0.6673448529604068,-0.8707667821288898,1.2140964447796458,0.524321904057353,2.167881407918664,,6,6,6,4,6,3
1078,0.6902573142692588,-0.7656468996874507,0.813077205837117,0.3983793391762301,1.5993538975159984,,6,6,6,4,3,3
936,-0.6157529803353051,1.4208466550944812,-0.4790958974221426,-0.9030271645953738,-0.6958127185540217,,4,4,4,4,4,4
303,-0.3293472139746551,0.2224799952620762,0.2189746296259631,-0.2873079585098837,0.5886383234668152,,1,1,1,1,1,1
1173,-1.7040948925057753,0.4327197601449543,-0.3602753821799118,0.6362708506183512,-0.1693983570700721,,9,9,9,9,9,9
131,-2.0592380427929813,0.3065759012152274,0.2189746296259631,-0.273314340189759,0.6939211957636051,1.0,1,1,1,1,1,1
294,-0.9708961306225112,0.2224799952620762,0.1744169364101266,-0.2593207218696342,0.5886383234668152,,1,1,1,1,1,1
309,-1.3260392809097172,0.2855519247269397,0.1150066787890111,-0.2033462485891351,0.6307514723855312,,1,1,1,1,1,1
1124,3.863633205545261,4.868778799173683,7.169974771296462,7.70304810228136,-3.369997674892486,,7,5,7,7,7,7
1006,1.4921934600790787,3.754508045294428,-0.5682112838538157,2.7213199803169426,-1.3696231012534772,,5,5,5,5,5,5
114,-1.0167210532402151,0.1804320422855006,-0.0780766584796137,-0.0354228287476378,0.5044120256293834,5.0,1,1,1,1,1,1
1058,1.9046177636384147,3.691436115829565,-0.2860125601535176,2.749307216957192,-0.9695481865256754,,5,5,5,5,5,4
1025,0.1518144735112368,0.4327197601449543,-0.2117497381271234,0.6642580872586007,-0.0851720592326402,,5,5,5,3,5,1
431,-1.406232895490699,0.4957916896098178,-0.1820446093165657,0.1185069727737346,0.7992040680603951,,1,1,1,1,1,1
