,0
2998,6
2999,6
3000,4
3001,8
3002,3
3003,1
3004,8
3005,9
3006,3
3007,2
3008,7
3009,2
3010,8
3011,3
3012,3
3013,5
3014,1
3015,2
3016,8
3017,9
3018,3
3019,1
3020,5
3021,2
3022,6
3023,3
3024,3
3025,4
3026,2
3027,3
3028,8
3029,2
3030,7
3031,7
3032,6
3033,4
3034,1
3035,4
3036,2
3037,8
3038,8
3039,7
3040,7
3041,6
3042,2
3043,6
3044,9
3045,6
3046,3
3047,3
3048,1
3049,3
3050,6
3051,9
3052,2
3053,6
3054,2
3055,5
3056,5
3057,4
3058,1
3059,9
3060,9
3061,8
3062,9
3063,8
3064,1
3065,8
3066,7
3067,4
3068,9
3069,1
3070,9
3071,1
3072,4
3073,6
3074,7
3075,6
3076,2
3077,9
3078,3
3079,1
3080,4
3081,1
3082,4
3083,9
3084,7
3085,6
3086,2
3087,4
3088,5
3089,7
3090,9
3091,9
3092,9
3093,7
3094,6
3095,6
3096,2
3097,7
3098,2
3099,9
3100,5
3101,9
3102,9
3103,9
3104,7
3105,6
3106,6
3107,5
3108,5
3109,3
3110,3
3111,3
3112,9
3113,6
3114,8
3115,4
3116,7
3117,7
3118,4
3119,8
3120,5
3121,3
3122,9
3123,6
3124,8
3125,4
3126,9
3127,7
3128,5
3129,6
3130,2
3131,4
3132,2
3133,9
3134,3
3135,1
3136,3
3137,2
3138,2
3139,5
3140,1
3141,6
3142,3
3143,2
3144,6
3145,5
3146,4
3147,5
3148,6
3149,6
3150,4
3151,8
3152,8
3153,9
3154,7
3155,7
3156,8
3157,7
3158,3
3159,6
3160,5
3161,3
3162,3
3163,1
3164,4
3165,2
3166,7
3167,7
3168,4
3169,5
3170,4
3171,5
3172,3
3173,7
3174,4
3175,7
3176,4
3177,5
3178,6
3179,8
3180,3
3181,2
3182,7
3183,4
3184,6
3185,9
3186,9
3187,7
3188,5
3189,9
3190,7
3191,6
3192,6
3193,7
3194,5
3195,7
3196,8
3197,2
3198,3
3199,8
3200,9
3201,8
3202,7
3203,6
3204,6
3205,2
3206,2
3207,9
3208,4
3209,8
3210,1
3211,1
3212,1
3213,5
3214,4
3215,5
3216,3
3217,7
3218,1
3219,9
3220,3
3221,4
3222,2
3223,4
3224,1
3225,4
3226,9
3227,3
3228,1
3229,2
3230,1
3231,1
3232,3
3233,6
3234,2
3235,7
3236,8
3237,3
3238,3
3239,7
3240,5
3241,3
3242,2
3243,5
3244,6
3245,2
3246,6
3247,7
3248,5
3249,9
3250,4
3251,8
3252,5
3253,9
3254,6
3255,1
3256,5
3257,3
3258,9
3259,7
3260,8
3261,7
3262,6
3263,2
3264,1
3265,6
3266,8
3267,8
3268,3
3269,5
3270,6
3271,3
3272,7
3273,2
3274,8
3275,2
3276,3
3277,8
3278,8
3279,7
3280,3
3281,5
3282,9
3283,6
3284,3
3285,7
3286,1
3287,9
3288,8
3289,1
3290,6
3291,5
3292,2
3293,5
3294,1
3295,8
3296,8
3297,1
3298,5
3299,8
3300,9
3301,3
3302,7
3303,5
3304,4
3305,6
3306,5
3307,9
3308,3
3309,5
3310,4
3311,5
3312,9
3313,7
3314,5
3315,1
3316,6
3317,7
3318,7
3319,3
3320,9
3321,4
3322,7
3323,6
3324,3
3325,8
3326,7
3327,8
3328,8
3329,7
3330,3
3331,8
3332,7
3333,9
3334,1
3335,8
3336,9
3337,7
3338,3
3339,9
3340,4
3341,4
3342,3
3343,3
3344,2
3345,4
3346,9
3347,7
3348,4
3349,8
3350,2
3351,6
3352,2
3353,8
3354,4
3355,2
3356,4
3357,2
3358,3
3359,1
3360,4
3361,2
3362,5
3363,7
3364,3
3365,4
3366,4
3367,3
3368,8
3369,9
3370,7
3371,5
3372,3
3373,5
3374,8
3375,4
3376,6
3377,6
3378,3
3379,6
3380,7
3381,1
3382,6
3383,3
3384,9
3385,5
3386,7
3387,5
3388,8
3389,4
3390,8
3391,6
3392,1
3393,4
3394,8
3395,5
3396,6
3397,6
3398,3
3399,7
3400,4
3401,2
3402,7
3403,2
3404,4
3405,2
3406,4
3407,9
3408,6
3409,7
3410,4
3411,1
3412,2
3413,5
3414,1
3415,9
3416,5
3417,4
3418,5
3419,6
3420,6
3421,3
3422,9
3423,6
3424,4
3425,8
3426,9
3427,4
3428,3
3429,5
3430,9
3431,8
3432,8
3433,5
3434,4
3435,3
3436,5
3437,9
3438,7
3439,1
3440,4
3441,7
3442,9
3443,4
3444,1
3445,1
3446,9
3447,7
3448,1
3449,5
3450,2
3451,2
3452,1
3453,3
3454,9
3455,7
3456,9
3457,9
3458,3
3459,6
3460,3
3461,9
3462,4
3463,3
3464,3
3465,9
3466,8
3467,8
3468,3
3469,9
3470,2
3471,2
3472,7
3473,9
3474,2
3475,2
3476,6
3477,3
3478,7
3479,3
3480,9
3481,7
3482,4
3483,9
3484,9
3485,4
3486,2
3487,1
3488,7
3489,7
3490,7
3491,3
3492,7
3493,1
3494,1
3495,4
3496,8
3497,2
3498,7
3499,7
3500,7
3501,9
3502,2
3503,5
3504,1
3505,5
3506,1
3507,1
3508,4
3509,8
3510,4
3511,4
3512,1
3513,6
3514,3
3515,1
3516,6
3517,3
3518,4
3519,4
3520,1
3521,4
3522,7
3523,8
3524,7
3525,7
3526,8
3527,4
3528,5
3529,1
3530,2
3531,3
3532,5
3533,4
3534,2
3535,9
3536,8
3537,2
3538,5
3539,8
3540,9
3541,9
3542,3
3543,1
3544,5
3545,9
3546,8
3547,3
3548,7
3549,5
3550,8
3551,4
3552,9
3553,8
3554,1
3555,5
3556,3
3557,3
3558,4
3559,7
3560,9
3561,6
3562,3
3563,8
3564,2
3565,8
3566,6
3567,4
3568,6
3569,3
3570,8
3571,2
3572,7
3573,5
3574,1
3575,6
3576,5
3577,5
3578,2
3579,9
3580,1
3581,2
3582,6
3583,4
3584,3
3585,2
3586,5
3587,3
3588,9
3589,7
3590,4
3591,6
3592,4
3593,2
3594,1
3595,4
3596,6
3597,6
3598,5
3599,5
3600,1
3601,6
3602,7
3603,1
3604,2
3605,8
3606,2
3607,4
3608,2
3609,2
3610,8
3611,7
3612,4
3613,1
3614,5
3615,8
3616,2
3617,8
3618,5
3619,9
3620,3
3621,9
3622,8
3623,5
3624,3
3625,8
3626,5
3627,6
3628,2
3629,5
3630,3
3631,1
3632,9
3633,1
3634,2
3635,3
3636,9
3637,9
3638,3
3639,5
3640,3
3641,1
3642,5
3643,5
3644,4
3645,8
3646,7
3647,8
3648,2
3649,6
3650,2
3651,2
3652,6
3653,6
3654,3
3655,1
3656,4
3657,4
3658,7
3659,8
3660,7
3661,8
3662,4
3663,9
3664,1
3665,2
3666,5
3667,5
3668,1
3669,6
3670,5
3671,6
3672,3
3673,4
3674,8
3675,3
3676,5
3677,7
3678,5
3679,8
3680,6
3681,9
3682,8
3683,4
3684,9
3685,7
3686,6
3687,8
3688,6
3689,9
3690,8
3691,7
3692,4
3693,9
3694,7
3695,3
3696,6
3697,3
3698,7
3699,1
3700,1
3701,1
3702,8
3703,8
3704,8
3705,7
3706,3
3707,1
3708,3
3709,1
3710,1
3711,4
3712,9
3713,2
3714,6
3715,6
3716,5
3717,2
3718,3
3719,8
3720,2
3721,6
3722,3
3723,7
3724,4
3725,1
3726,2
3727,7
3728,8
3729,5
3730,1
3731,7
3732,7
3733,5
3734,7
3735,1
3736,7
3737,5
3738,5
3739,8
3740,5
3741,4
3742,9
3743,4
3744,1
3745,2
3746,6
3747,3
3748,3
3749,3
3750,6
3751,7
3752,2
3753,2
3754,3
3755,6
3756,3
3757,9
3758,3
3759,6
3760,4
3761,7
3762,5
3763,3
3764,1
3765,4
3766,2
3767,9
3768,6
3769,9
3770,5
3771,4
3772,3
3773,7
3774,7
3775,3
3776,1
3777,7
3778,1
3779,3
3780,7
3781,9
3782,2
3783,9
3784,3
3785,4
3786,1
3787,3
3788,6
3789,7
3790,6
3791,6
3792,4
3793,3
3794,4
3795,6
3796,6
3797,2
3798,9
3799,7
3800,1
3801,2
3802,3
3803,5
3804,8
3805,5
3806,8
3807,5
3808,7
3809,1
3810,1
3811,2
3812,2
3813,9
3814,3
3815,9
3816,4
3817,1
3818,4
3819,3
3820,8
3821,7
3822,6
3823,8
3824,8
3825,9
3826,6
3827,4
3828,2
3829,5
3830,9
3831,4
3832,1
3833,7
3834,6
3835,7
3836,5
3837,7
3838,7
3839,8
3840,6
3841,8
3842,5
3843,5
3844,9
3845,6
3846,5
3847,3
3848,5
3849,2
3850,6
3851,2
3852,3
3853,7
3854,3
3855,9
3856,6
3857,3
3858,8
3859,3
3860,1
3861,1
3862,8
