periodo;semana;dia;monto;descuento;prod;cantidad;IncluidoProdTest
1333;Semana 5;Tuesday;600;0;KS_338;1;1
1334;Semana 5;Tuesday;600;0;KS_326;1;1
1335;Semana 5;Tuesday;100;0;KS_328;1;1
1336;Semana 5;Tuesday;100;0;KS_336;1;1
1337;Semana 5;Tuesday;250;0;KS_318;2;1
1338;Semana 5;Tuesday;150;0;KS_360;1;1
1339;Semana 5;Tuesday;400;0;KS_366;1;1
1340;Semana 5;Tuesday;350;0;KS_369;2;0
1341;Semana 5;Tuesday;375;0;KS_517;1;1
1342;Semana 5;Tuesday;475;0;KS_318;1;1
1343;Semana 5;Tuesday;475;0;KS_326;1;1
1344;Semana 5;Tuesday;2500;0;KS_304;1;1
1345;Semana 5;Tuesday;2500;0;KS_372;1;0
1346;Semana 5;Tuesday;350;0;KS_572;1;0
1347;Semana 5;Tuesday;850;0;KS_350;1;0
1348;Semana 5;Tuesday;100;0;KS_652;1;1
1349;Semana 5;Tuesday;450;0;KS_652;2;1
1350;Semana 5;Tuesday;450;0;KS_318;2;1
1351;Semana 5;Tuesday;125;0;KS_325;1;1
1352;Semana 5;Tuesday;3500;0;KS_369;20;0
1353;Semana 5;Tuesday;175;0;KS_325;1;1
1354;Semana 5;Tuesday;3400;800;KS_343;3;1
1355;Semana 5;Tuesday;3400;800;KS_613;4;0
1356;Semana 5;Tuesday;2450;0;KS_654;2;1
1357;Semana 5;Tuesday;2450;0;KS_538;1;1
1358;Semana 5;Tuesday;2450;0;KS_312;1;1
1359;Semana 5;Tuesday;100;0;KS_328;1;1
1360;Semana 5;Tuesday;525;0;KS_644;3;1
1361;Semana 5;Tuesday;375;0;KS_340;1;1
1362;Semana 5;Tuesday;250;100;KS_688;1;1
1363;Semana 5;Tuesday;3550;0;KS_326;1;1
1364;Semana 5;Tuesday;3550;0;KS_688;1;1
1365;Semana 5;Tuesday;350;0;KS_688;1;1
1366;Semana 5;Tuesday;675;0;KS_330;1;1
1367;Semana 5;Tuesday;675;0;KS_688;1;1
1368;Semana 5;Tuesday;1475;100;KS_368;1;1
1369;Semana 5;Tuesday;1475;100;KS_664;1;1
1370;Semana 5;Tuesday;1475;100;KS_410;1;0
1371;Semana 6;Wednesday;100;0;KS_336;1;1
1372;Semana 6;Wednesday;200;0;KS_328;2;1
1373;Semana 6;Wednesday;250;0;KS_318;2;1
1374;Semana 6;Wednesday;800;0;KS_586;1;0
1375;Semana 6;Wednesday;4375;250;KS_386;1;1
1376;Semana 6;Wednesday;4375;250;KS_548;3;1
1377;Semana 6;Wednesday;4375;250;KS_368;2;1
1378;Semana 6;Wednesday;4375;250;KS_312;1;1
1379;Semana 6;Wednesday;4375;250;KS_582;3;1
1380;Semana 6;Wednesday;2000;0;KS_640;1;1
1381;Semana 6;Wednesday;1900;25;KS_674;1;0
1382;Semana 6;Wednesday;1900;25;KS_582;3;1
1383;Semana 6;Wednesday;100;0;KS_544;1;1
1384;Semana 6;Wednesday;175;0;KS_369;1;0
1385;Semana 6;Wednesday;450;0;KS_669;1;0
1386;Semana 6;Wednesday;1000;0;KS_324;1;1
1387;Semana 6;Wednesday;1000;0;KS_318;1;1
1388;Semana 6;Wednesday;1000;0;KS_326;1;1
1389;Semana 6;Wednesday;1000;0;KS_366;1;1
1390;Semana 6;Wednesday;1400;0;KS_330;1;1
1391;Semana 6;Wednesday;1400;0;KS_340;1;1
1392;Semana 6;Wednesday;1400;0;KS_604;1;1
1393;Semana 6;Wednesday;1200;300;KS_633;1;0
1394;Semana 6;Wednesday;125;0;KS_325;1;1
1395;Semana 6;Wednesday;500;25;KS_644;3;1
1396;Semana 6;Wednesday;175;0;KS_644;1;1
1397;Semana 6;Wednesday;250;0;KS_324;2;1
1398;Semana 6;Wednesday;850;0;KS_369;3;0
1399;Semana 6;Wednesday;850;0;KS_331;1;1
1400;Semana 6;Wednesday;700;0;KS_688;2;1
1401;Semana 6;Wednesday;150;0;KS_546;1;1
1402;Semana 6;Wednesday;325;0;KS_330;1;1
1403;Semana 6;Wednesday;1575;0;KS_400;1;0
1404;Semana 6;Wednesday;1575;0;KS_666;1;1
1405;Semana 6;Wednesday;300;0;KS_532;1;0
1406;Semana 6;Wednesday;100;0;KS_548;1;1
1407;Semana 6;Wednesday;150;0;KS_360;1;1
1408;Semana 6;Wednesday;350;0;KS_688;1;1
1409;Semana 6;Thursday;1725;0;KS_548;1;1
1410;Semana 6;Thursday;1725;0;KS_324;1;1
1411;Semana 6;Thursday;1725;0;KS_484;1;1
1412;Semana 6;Thursday;375;0;KS_340;1;1
1413;Semana 6;Thursday;500;0;KS_332;1;0
1414;Semana 6;Thursday;125;0;KS_324;1;1
1415;Semana 6;Thursday;1500;0;KS_382;1;0
1416;Semana 6;Thursday;175;0;KS_369;1;0
1417;Semana 6;Thursday;175;0;KS_369;1;0
1418;Semana 6;Thursday;3750;0;KS_466;1;0
1419;Semana 6;Thursday;175;0;KS_368;1;1
1420;Semana 6;Thursday;1700;0;KS_324;2;1
1421;Semana 6;Thursday;1700;0;KS_364;1;1
1422;Semana 6;Thursday;1700;0;KS_318;1;1
1423;Semana 6;Thursday;1700;0;KS_360;3;1
1424;Semana 6;Thursday;1700;0;KS_330;1;1
1425;Semana 6;Thursday;1700;0;KS_644;2;1
1426;Semana 6;Thursday;125;0;KS_319;1;0
1427;Semana 6;Thursday;350;0;KS_689;1;0
1428;Semana 6;Thursday;450;0;KS_319;1;0
1429;Semana 6;Thursday;450;0;KS_331;1;1
1430;Semana 6;Thursday;200;0;KS_337;1;1
1431;Semana 6;Thursday;200;0;KS_329;1;1
1432;Semana 6;Thursday;525;0;KS_338;1;1
1433;Semana 6;Thursday;525;0;KS_366;1;1
1434;Semana 6;Thursday;100;0;KS_328;1;1
1435;Semana 6;Thursday;1175;0;KS_337;1;1
1436;Semana 6;Thursday;1175;0;KS_655;1;0
1437;Semana 6;Thursday;1175;0;KS_487;1;0
1438;Semana 6;Thursday;1175;0;KS_363;1;1
1439;Semana 6;Thursday;4750;0;KS_304;1;1
1440;Semana 6;Thursday;4750;0;KS_376;1;0
1441;Semana 6;Thursday;4750;0;KS_332;1;0
1442;Semana 6;Thursday;4750;0;KS_650;1;0
1443;Semana 6;Thursday;4750;0;KS_312;1;1
1444;Semana 6;Thursday;250;0;KS_325;1;1
1445;Semana 6;Thursday;250;0;KS_655;1;0
1446;Semana 6;Thursday;350;0;KS_326;1;1
1447;Semana 6;Thursday;3500;100;KS_597;2;0
1448;Semana 6;Thursday;3500;100;KS_543;3;0
1449;Semana 6;Thursday;500;0;KS_652;5;1
1450;Semana 6;Thursday;125;0;KS_654;1;1
1451;Semana 6;Thursday;400;0;KS_360;2;1
1452;Semana 6;Thursday;400;0;KS_328;1;1
1453;Semana 6;Thursday;1500;0;KS_431;1;0
1454;Semana 6;Thursday;350;0;KS_326;1;1
1455;Semana 6;Thursday;350;0;KS_688;1;1
1456;Semana 6;Thursday;175;0;KS_369;1;0
1457;Semana 6;Thursday;875;0;KS_497;1;0
1458;Semana 6;Thursday;875;0;KS_557;1;0
1459;Semana 6;Thursday;1300;0;KS_492;1;0
1460;Semana 6;Thursday;1300;0;KS_318;2;1
1461;Semana 6;Thursday;1300;0;KS_366;2;1
1462;Semana 6;Thursday;700;0;KS_689;2;0
1463;Semana 6;Thursday;175;0;KS_368;1;1
1464;Semana 6;Thursday;1000;50;KS_582;6;1
1465;Semana 6;Thursday;100;0;KS_652;1;1
1466;Semana 6;Friday;400;0;KS_366;1;1
1467;Semana 6;Friday;400;0;KS_366;1;1
1468;Semana 6;Friday;400;0;KS_366;1;1
1469;Semana 6;Friday;250;0;KS_336;1;1
1470;Semana 6;Friday;250;0;KS_360;1;1
1471;Semana 6;Friday;350;0;KS_688;1;1
1472;Semana 6;Friday;200;0;KS_548;2;1
1473;Semana 6;Friday;400;0;KS_366;1;1
1474;Semana 6;Friday;5700;150;KS_342;1;0
1475;Semana 6;Friday;5700;150;KS_326;1;1
1476;Semana 6;Friday;5700;150;KS_386;2;1
1477;Semana 6;Friday;175;0;KS_490;1;0
1478;Semana 6;Friday;150;0;KS_360;1;1
1479;Semana 6;Friday;2250;0;KS_596;1;1
1480;Semana 6;Friday;2250;0;KS_664;1;1
1481;Semana 6;Friday;2250;0;KS_454;1;0
1482;Semana 6;Friday;2250;0;KS_312;1;1
1483;Semana 6;Friday;2250;0;KS_362;1;0
1484;Semana 6;Friday;75;0;KS_636;1;1
1485;Semana 6;Friday;1300;0;KS_378;1;0
1486;Semana 6;Friday;1300;0;KS_488;1;0
1487;Semana 6;Friday;1300;0;KS_486;1;1
1488;Semana 6;Friday;375;0;KS_340;1;1
1489;Semana 6;Friday;1050;0;KS_337;1;1
1490;Semana 6;Friday;1050;0;KS_361;2;1
1491;Semana 6;Friday;1050;0;KS_331;2;1
1492;Semana 6;Friday;700;0;KS_688;2;1
1493;Semana 6;Friday;700;0;KS_604;1;1
1494;Semana 6;Friday;200;0;KS_652;2;1
1495;Semana 6;Friday;150;0;KS_360;1;1
1496;Semana 6;Friday;500;0;KS_324;4;1
1497;Semana 6;Friday;500;0;KS_408;2;0
1498;Semana 6;Friday;400;0;KS_367;1;1
1499;Semana 6;Friday;500;0;KS_458;1;0
1500;Semana 6;Friday;750;0;KS_526;10;0
1501;Semana 6;Friday;125;0;KS_318;1;1
1502;Semana 6;Friday;375;0;KS_358;1;1
1503;Semana 6;Friday;525;0;KS_330;1;1
1504;Semana 6;Friday;525;0;KS_328;2;1
1505;Semana 6;Saturday;150;0;KS_360;1;1
1506;Semana 6;Saturday;1000;0;KS_650;1;0
1507;Semana 6;Saturday;650;0;KS_664;1;1
1508;Semana 6;Saturday;1000;0;KS_310;1;0
1509;Semana 6;Saturday;250;0;KS_324;2;1
1510;Semana 6;Saturday;250;0;KS_319;2;0
1511;Semana 6;Saturday;475;0;KS_318;1;1
1512;Semana 6;Saturday;475;0;KS_368;2;1
1513;Semana 6;Saturday;350;0;KS_369;2;0
1514;Semana 6;Saturday;1500;0;KS_337;5;1
1515;Semana 6;Saturday;1500;0;KS_333;2;0
1516;Semana 6;Saturday;175;0;KS_369;1;0
1517;Semana 6;Saturday;900;0;KS_494;1;0
1518;Semana 6;Saturday;350;0;KS_689;1;0
1519;Semana 6;Saturday;1600;0;KS_335;1;0
1520;Semana 6;Saturday;1600;0;KS_397;1;0
1521;Semana 6;Saturday;625;0;KS_657;5;0
1522;Semana 6;Saturday;200;0;KS_337;2;1
1523;Semana 6;Saturday;650;0;KS_652;1;1
1524;Semana 6;Saturday;650;0;KS_336;2;1
1525;Semana 6;Saturday;650;0;KS_644;2;1
1526;Semana 6;Saturday;450;0;KS_361;3;1
1527;Semana 6;Saturday;450;0;KS_363;3;1
1528;Semana 6;Saturday;375;0;KS_341;1;1
1529;Semana 6;Saturday;2150;0;KS_341;2;1
1530;Semana 6;Saturday;2150;0;KS_605;2;0
1531;Semana 6;Saturday;1750;0;KS_369;10;0
1532;Semana 6;Saturday;450;0;KS_669;1;0
1533;Semana 6;Saturday;750;0;KS_411;1;0
1534;Semana 6;Saturday;375;0;KS_553;1;0
1535;Semana 6;Saturday;150;0;KS_361;1;1
1536;Semana 6;Saturday;100;0;KS_329;1;1
1537;Semana 6;Saturday;950;0;KS_702;1;1
1538;Semana 6;Saturday;950;0;KS_462;1;0
1539;Semana 6;Saturday;300;0;KS_533;1;0
1540;Semana 6;Saturday;175;0;KS_369;1;0
1541;Semana 6;Saturday;225;0;KS_654;1;1
1542;Semana 6;Saturday;225;0;KS_328;1;1
1543;Semana 6;Saturday;1650;0;KS_654;4;1
1544;Semana 6;Saturday;1650;0;KS_662;1;1
1545;Semana 6;Saturday;1650;0;KS_366;2;1
1546;Semana 6;Saturday;675;25;KS_368;1;1
1547;Semana 6;Saturday;675;25;KS_644;3;1
1548;Semana 6;Monday;1500;0;KS_420;1;0
1549;Semana 6;Monday;175;0;KS_368;1;1
1550;Semana 6;Monday;800;0;KS_536;1;0
1551;Semana 6;Monday;1000;0;KS_406;1;1
1552;Semana 6;Monday;150;0;KS_636;2;1
1553;Semana 6;Monday;7100;175;KS_456;1;0
1554;Semana 6;Monday;7100;175;KS_594;2;0
1555;Semana 6;Monday;7100;175;KS_696;1;0
1556;Semana 6;Monday;7100;175;KS_572;1;0
1557;Semana 6;Monday;7100;175;KS_538;1;1
1558;Semana 6;Monday;7100;175;KS_312;1;1
1559;Semana 6;Monday;7100;175;KS_664;1;1
1560;Semana 6;Monday;7100;175;KS_690;1;0
1561;Semana 6;Monday;7100;175;KS_460;1;1
1562;Semana 6;Monday;5000;200;KS_378;2;0
1563;Semana 6;Monday;5000;200;KS_640;1;1
1564;Semana 6;Monday;5000;200;KS_538;1;1
1565;Semana 6;Monday;5000;200;KS_484;1;1
1566;Semana 6;Monday;950;0;KS_360;3;1
1567;Semana 6;Monday;950;0;KS_328;5;1
1568;Semana 6;Monday;1100;0;KS_344;1;0
1569;Semana 6;Monday;375;0;KS_340;1;1
1570;Semana 6;Monday;625;0;KS_492;1;0
1571;Semana 6;Monday;625;0;KS_340;1;1
1572;Semana 6;Monday;800;0;KS_336;1;1
1573;Semana 6;Monday;800;0;KS_460;1;1
1574;Semana 6;Monday;250;0;KS_488;1;0
1575;Semana 6;Monday;225;0;KS_656;1;1
1576;Semana 6;Monday;225;0;KS_328;1;1
1577;Semana 6;Monday;175;0;KS_368;1;1
1578;Semana 6;Monday;350;0;KS_644;2;1
1579;Semana 6;Monday;350;0;KS_688;1;1
1580;Semana 6;Monday;1400;0;KS_320;2;0
1581;Semana 6;Monday;1625;0;KS_666;1;1
1582;Semana 6;Monday;1625;0;KS_340;1;1
1583;Semana 6;Monday;1625;0;KS_338;1;1
1584;Semana 6;Monday;1625;0;KS_366;2;1
1585;Semana 6;Monday;500;0;KS_336;5;1
1586;Semana 6;Monday;475;0;KS_324;1;1
1587;Semana 6;Monday;475;0;KS_688;1;1
1588;Semana 6;Monday;1675;0;KS_516;1;0
1589;Semana 6;Monday;1675;0;KS_644;2;1
1590;Semana 6;Tuesday;175;0;KS_368;1;1
1591;Semana 6;Tuesday;1750;0;KS_336;5;1
1592;Semana 6;Tuesday;1750;0;KS_570;1;0
1593;Semana 6;Tuesday;1750;0;KS_488;1;0
1594;Semana 6;Tuesday;1750;0;KS_366;1;1
1595;Semana 6;Tuesday;1200;0;KS_538;1;1
1596;Semana 6;Tuesday;100;0;KS_328;1;1
1597;Semana 6;Tuesday;650;0;KS_664;1;1
1598;Semana 6;Tuesday;125;0;KS_319;1;0
1599;Semana 6;Tuesday;350;0;KS_369;2;0
1600;Semana 6;Tuesday;575;0;KS_582;1;1
1601;Semana 6;Tuesday;575;0;KS_366;1;1
1602;Semana 6;Tuesday;325;0;KS_585;1;0
1603;Semana 6;Tuesday;125;0;KS_655;1;0
1604;Semana 6;Tuesday;675;0;KS_331;1;1
1605;Semana 6;Tuesday;675;0;KS_689;1;0
1606;Semana 6;Tuesday;250;0;KS_324;2;1
1607;Semana 6;Tuesday;175;0;KS_368;1;1
1608;Semana 6;Tuesday;200;0;KS_364;1;1
1609;Semana 6;Tuesday;1700;0;KS_324;1;1
1610;Semana 6;Tuesday;1700;0;KS_546;2;1
1611;Semana 6;Tuesday;1700;0;KS_652;2;1
1612;Semana 6;Tuesday;1700;0;KS_364;2;1
1613;Semana 6;Tuesday;1700;0;KS_352;1;0
1614;Semana 6;Tuesday;1700;0;KS_360;1;1
1615;Semana 6;Tuesday;1700;0;KS_340;1;1
1616;Semana 6;Tuesday;1700;0;KS_348;2;1
1617;Semana 6;Tuesday;1100;0;KS_344;1;0
1618;Semana 6;Tuesday;1550;0;KS_538;1;1
1619;Semana 6;Tuesday;1550;0;KS_662;1;1
1620;Semana 7;Wednesday;175;0;KS_368;1;1
1621;Semana 7;Wednesday;600;400;KS_718;1;0
1622;Semana 7;Wednesday;1325;0;KS_370;1;0
1623;Semana 7;Wednesday;1325;0;KS_368;1;1
1624;Semana 7;Wednesday;1325;0;KS_576;1;0
1625;Semana 7;Wednesday;475;0;KS_338;1;1
1626;Semana 7;Wednesday;475;0;KS_688;1;1
1627;Semana 7;Wednesday;150;0;KS_360;1;1
1628;Semana 7;Wednesday;325;0;KS_584;1;0
1629;Semana 7;Wednesday;400;0;KS_366;1;1
1630;Semana 7;Wednesday;350;0;KS_688;1;1
1631;Semana 7;Wednesday;1650;0;KS_360;1;1
1632;Semana 7;Wednesday;1650;0;KS_484;1;1
1633;Semana 7;Wednesday;400;0;KS_366;1;1
1634;Semana 7;Wednesday;375;0;KS_340;1;1
1635;Semana 7;Wednesday;500;0;KS_496;1;1
1636;Semana 7;Wednesday;975;0;KS_584;1;0
1637;Semana 7;Wednesday;975;0;KS_664;1;1
1638;Semana 7;Wednesday;325;0;KS_330;1;1
1639;Semana 7;Wednesday;3100;0;KS_304;1;1
1640;Semana 7;Wednesday;3100;0;KS_492;1;0
1641;Semana 7;Wednesday;3100;0;KS_318;2;1
1642;Semana 7;Wednesday;3100;0;KS_606;1;0
1643;Semana 7;Wednesday;3100;0;KS_366;2;1
1644;Semana 7;Thursday;700;0;KS_330;1;1
1645;Semana 7;Thursday;700;0;KS_340;1;1
1646;Semana 7;Thursday;350;0;KS_368;2;1
1647;Semana 7;Thursday;325;0;KS_584;1;0
1648;Semana 7;Thursday;100;0;KS_328;1;1
1649;Semana 7;Thursday;1275;0;KS_450;1;0
1650;Semana 7;Thursday;1275;0;KS_368;1;1
1651;Semana 7;Thursday;375;0;KS_340;1;1
1652;Semana 7;Thursday;850;0;KS_332;1;0
1653;Semana 7;Thursday;850;0;KS_688;1;1
1654;Semana 7;Thursday;650;0;KS_664;1;1
1655;Semana 7;Thursday;1500;0;KS_444;1;0
1656;Semana 7;Thursday;175;0;KS_368;1;1
1657;Semana 7;Thursday;100;0;KS_328;1;1
1658;Semana 7;Thursday;500;0;KS_652;5;1
1659;Semana 7;Friday;175;0;KS_368;1;1
1660;Semana 7;Friday;500;0;KS_332;1;0
1661;Semana 7;Friday;325;0;KS_330;1;1
1662;Semana 7;Friday;1600;0;KS_664;1;1
1663;Semana 7;Friday;3625;0;KS_702;1;1
1664;Semana 7;Friday;3625;0;KS_330;1;1
1665;Semana 7;Friday;3625;0;KS_604;1;1
1666;Semana 7;Friday;3625;0;KS_664;1;1
1667;Semana 7;Friday;3625;0;KS_626;1;0
1668;Semana 7;Friday;3625;0;KS_366;1;1
1669;Semana 7;Friday;3625;0;KS_688;2;1
1670;Semana 7;Friday;1100;0;KS_596;1;1
1671;Semana 7;Friday;1100;0;KS_600;1;1
1672;Semana 7;Friday;725;0;KS_318;3;1
1673;Semana 7;Friday;725;0;KS_364;1;1
1674;Semana 7;Friday;725;0;KS_362;1;0
1675;Semana 7;Friday;350;0;KS_368;2;1
1676;Semana 7;Friday;650;0;KS_664;1;1
1677;Semana 7;Friday;250;0;KS_318;2;1
1678;Semana 7;Friday;175;0;KS_368;1;1
1679;Semana 7;Friday;375;0;KS_340;1;1
1680;Semana 7;Saturday;1600;0;KS_328;1;1
1681;Semana 7;Saturday;1600;0;KS_422;1;1
1682;Semana 7;Saturday;175;0;KS_368;1;1
1683;Semana 7;Saturday;250;0;KS_492;1;0
1684;Semana 7;Saturday;2350;50;KS_344;1;0
1685;Semana 7;Saturday;2350;50;KS_612;1;0
1686;Semana 7;Saturday;2350;50;KS_938;1;0
1687;Semana 7;Saturday;2350;50;KS_488;1;0
1688;Semana 7;Saturday;700;0;KS_398;1;1
1689;Semana 7;Saturday;325;0;KS_330;1;1
1690;Semana 7;Saturday;125;0;KS_336;1;1
1691;Semana 7;Saturday;600;0;KS_612;1;0
1692;Semana 7;Saturday;125;0;KS_318;1;1
1693;Semana 7;Saturday;350;0;KS_688;1;1
1694;Semana 7;Saturday;350;0;KS_688;1;1
1695;Semana 7;Saturday;125;0;KS_318;1;1
1696;Semana 7;Saturday;300;0;KS_360;2;1
1697;Semana 7;Saturday;125;0;KS_318;1;1
1698;Semana 7;Saturday;2125;100;KS_370;1;0
1699;Semana 7;Saturday;2125;100;KS_722;1;0
1700;Semana 7;Saturday;2125;100;KS_318;1;1
1701;Semana 7;Saturday;2125;100;KS_360;1;1
1702;Semana 7;Saturday;1800;0;KS_326;4;1
1703;Semana 7;Saturday;1800;0;KS_366;1;1
1704;Semana 7;Saturday;375;0;KS_340;1;1
1705;Semana 7;Monday;250;0;KS_318;2;1
1706;Semana 7;Monday;825;0;KS_318;1;1
1707;Semana 7;Monday;825;0;KS_604;1;1
1708;Semana 7;Monday;1200;0;KS_538;1;1
1709;Semana 7;Monday;850;0;KS_360;1;1
1710;Semana 7;Monday;850;0;KS_688;2;1
1711;Semana 7;Monday;1000;0;KS_692;1;1
1712;Semana 7;Monday;1000;0;KS_336;2;1
1713;Semana 7;Monday;1000;0;KS_360;1;1
1714;Semana 7;Monday;1000;0;KS_688;1;1
1715;Semana 7;Monday;300;0;KS_360;2;1
1716;Semana 7;Monday;3625;0;KS_364;3;1
1717;Semana 7;Monday;3625;0;KS_330;1;1
1718;Semana 7;Monday;3625;0;KS_344;1;0
1719;Semana 7;Monday;3625;0;KS_366;4;1
1720;Semana 7;Monday;750;0;KS_326;1;1
1721;Semana 7;Monday;750;0;KS_366;1;1
1722;Semana 7;Monday;1500;0;KS_484;1;1
1723;Semana 7;Monday;300;0;KS_532;1;0
1724;Semana 7;Monday;175;0;KS_368;1;1
1725;Semana 7;Monday;125;0;KS_336;1;1
1726;Semana 7;Monday;900;0;KS_360;6;1
1727;Semana 7;Monday;2950;50;KS_320;1;0
1728;Semana 7;Monday;2950;50;KS_586;1;0
1729;Semana 7;Monday;2950;50;KS_690;1;0
1730;Semana 7;Monday;150;0;KS_360;1;1
1731;Semana 7;Monday;550;0;KS_360;1;1
1732;Semana 7;Monday;550;0;KS_366;1;1
1733;Semana 7;Monday;125;0;KS_318;1;1
1734;Semana 7;Monday;1100;0;KS_344;1;0
1735;Semana 7;Monday;100;0;KS_548;1;1
1736;Semana 7;Monday;1650;0;KS_538;1;1
1737;Semana 7;Monday;1650;0;KS_346;1;1
1738;Semana 7;Monday;1650;0;KS_688;1;1
1739;Semana 7;Monday;450;0;KS_336;1;1
1740;Semana 7;Monday;450;0;KS_330;1;1
1741;Semana 7;Monday;300;0;KS_336;1;1
1742;Semana 7;Monday;300;0;KS_368;1;1
1743;Semana 7;Monday;2000;0;KS_546;4;1
1744;Semana 7;Monday;2000;0;KS_360;3;1
1745;Semana 7;Monday;2000;0;KS_326;1;1
1746;Semana 7;Monday;2000;0;KS_366;2;1
1747;Semana 7;Tuesday;1600;0;KS_336;1;1
1748;Semana 7;Tuesday;1600;0;KS_330;1;1
1749;Semana 7;Tuesday;1600;0;KS_366;2;1
1750;Semana 7;Tuesday;1600;0;KS_688;1;1
1751;Semana 7;Tuesday;175;0;KS_368;1;1
1752;Semana 7;Tuesday;800;0;KS_486;1;1
1753;Semana 7;Tuesday;375;0;KS_318;2;1
1754;Semana 7;Tuesday;375;0;KS_654;1;1
1755;Semana 7;Tuesday;900;25;KS_644;3;1
1756;Semana 7;Tuesday;900;25;KS_366;1;1
1757;Semana 7;Tuesday;450;0;KS_338;1;1
1758;Semana 7;Tuesday;450;0;KS_584;1;0
1759;Semana 7;Tuesday;150;0;KS_636;2;1
1760;Semana 7;Tuesday;2175;0;KS_634;1;0
1761;Semana 7;Tuesday;2175;0;KS_360;2;1
1762;Semana 7;Tuesday;2175;0;KS_338;1;1
1763;Semana 7;Tuesday;2175;0;KS_408;1;0
1764;Semana 7;Tuesday;325;0;KS_666;1;1
1765;Semana 7;Tuesday;325;0;KS_584;1;0
1766;Semana 7;Tuesday;250;0;KS_318;2;1
1767;Semana 7;Tuesday;550;0;KS_606;1;0
1768;Semana 7;Tuesday;800;0;KS_366;2;1
1769;Semana 7;Tuesday;400;0;KS_366;1;1
1770;Semana 7;Tuesday;375;0;KS_340;1;1
1771;Semana 7;Tuesday;200;0;KS_654;1;1
1772;Semana 7;Tuesday;200;0;KS_348;1;1
1773;Semana 8;Wednesday;625;0;KS_318;1;1
1774;Semana 8;Wednesday;625;0;KS_332;1;0
1775;Semana 8;Wednesday;1100;100;KS_308;2;1
1776;Semana 8;Wednesday;900;0;KS_318;4;1
1777;Semana 8;Wednesday;900;0;KS_366;1;1
1778;Semana 8;Wednesday;2650;0;KS_354;1;0
1779;Semana 8;Wednesday;2650;0;KS_304;1;1
1780;Semana 8;Wednesday;175;0;KS_368;1;1
1781;Semana 8;Wednesday;3600;0;KS_550;1;0
1782;Semana 8;Wednesday;3600;0;KS_538;1;1
1783;Semana 8;Wednesday;3600;0;KS_312;1;1
1784;Semana 8;Wednesday;3600;0;KS_366;1;1
1785;Semana 8;Wednesday;525;0;KS_644;3;1
1786;Semana 8;Wednesday;100;0;KS_548;1;1
1787;Semana 8;Wednesday;625;0;KS_408;1;0
1788;Semana 8;Wednesday;625;0;KS_358;1;1
1789;Semana 8;Wednesday;125;0;KS_336;1;1
1790;Semana 8;Wednesday;1250;0;KS_372;1;0
1791;Semana 8;Wednesday;600;0;KS_532;2;0
1792;Semana 8;Wednesday;600;0;KS_532;2;0
1793;Semana 8;Wednesday;800;0;KS_486;1;1
1794;Semana 8;Wednesday;175;0;KS_368;1;1
1795;Semana 8;Wednesday;3350;0;KS_708;1;0
1796;Semana 8;Wednesday;3350;0;KS_494;1;0
1797;Semana 8;Wednesday;3350;0;KS_550;1;0
1798;Semana 8;Wednesday;300;0;KS_652;3;1
1799;Semana 8;Wednesday;1575;0;KS_664;1;1
1800;Semana 8;Wednesday;1575;0;KS_644;3;1
1801;Semana 8;Wednesday;1575;0;KS_366;1;1
1802;Semana 8;Thursday;500;0;KS_318;2;1
1803;Semana 8;Thursday;500;0;KS_338;2;1
1804;Semana 8;Thursday;350;0;KS_688;1;1
1805;Semana 8;Thursday;175;0;KS_368;1;1
1806;Semana 8;Thursday;3000;0;KS_484;2;1
1807;Semana 8;Thursday;700;800;KS_484;1;1
1808;Semana 8;Thursday;125;0;KS_318;1;1
1809;Semana 8;Thursday;175;0;KS_368;1;1
1810;Semana 8;Thursday;325;0;KS_584;1;0
1811;Semana 8;Thursday;1600;0;KS_370;1;0
1812;Semana 8;Thursday;1600;0;KS_360;1;1
1813;Semana 8;Thursday;1600;0;KS_478;1;0
1814;Semana 8;Thursday;125;0;KS_654;1;1
1815;Semana 8;Thursday;3925;200;KS_382;1;0
1816;Semana 8;Thursday;3925;200;KS_368;1;1
1817;Semana 8;Thursday;3925;200;KS_386;1;1
1818;Semana 8;Thursday;325;0;KS_318;1;1
1819;Semana 8;Thursday;325;0;KS_364;1;1
1820;Semana 8;Thursday;4250;0;KS_372;1;0
1821;Semana 8;Thursday;4250;0;KS_634;2;0
1822;Semana 8;Thursday;1675;0;KS_304;1;1
1823;Semana 8;Thursday;1675;0;KS_328;1;1
1824;Semana 8;Thursday;1675;0;KS_584;1;0
1825;Semana 8;Thursday;1425;0;KS_652;1;1
1826;Semana 8;Thursday;1425;0;KS_656;2;1
1827;Semana 8;Thursday;1425;0;KS_360;2;1
1828;Semana 8;Thursday;1425;0;KS_340;1;1
1829;Semana 8;Thursday;1425;0;KS_366;1;1
1830;Semana 8;Thursday;975;0;KS_336;1;1
1831;Semana 8;Thursday;975;0;KS_332;1;0
1832;Semana 8;Thursday;975;0;KS_688;1;1
1833;Semana 8;Thursday;225;0;KS_546;1;1
1834;Semana 8;Thursday;225;0;KS_336;1;1
1835;Semana 8;Friday;575;0;KS_368;1;1
1836;Semana 8;Friday;575;0;KS_366;1;1
1837;Semana 8;Friday;1400;0;KS_336;5;1
1838;Semana 8;Friday;1400;0;KS_566;1;0
1839;Semana 8;Friday;1400;0;KS_366;1;1
