dia;monto;descuento;prod;cantidad
Tuesday;500;25;KS_644;3
Tuesday;525;0;KS_324;1
Tuesday;525;0;KS_366;1
Tuesday;125;0;KS_654;1
Tuesday;175;0;KS_368;1
Tuesday;125;0;KS_318;1
Tuesday;800;0;KS_486;1
Tuesday;250;0;KS_692;1
Tuesday;4750;0;KS_466;1
Tuesday;4750;0;KS_310;1
Tuesday;2725;0;KS_696;1
Tuesday;2725;0;KS_352;1
Tuesday;2725;0;KS_396;1
Tuesday;2725;0;KS_442;1
Tuesday;2725;0;KS_362;1
Tuesday;250;0;KS_318;2
Tuesday;1100;0;KS_450;1
Tuesday;500;0;KS_332;1
Tuesday;100;0;KS_328;1
Tuesday;400;0;KS_652;4
Tuesday;150;0;KS_360;1
Tuesday;250;0;KS_318;1
Tuesday;250;0;KS_654;1
Wednesday;3000;0;KS_318;2
Wednesday;3000;0;KS_720;1
Wednesday;3000;0;KS_366;2
Wednesday;150;0;KS_362;1
Wednesday;875;0;KS_368;5
Wednesday;1000;0;KS_406;1
Wednesday;325;0;KS_330;1
Wednesday;2500;50;KS_382;1
Wednesday;2500;50;KS_582;6
Wednesday;1175;0;KS_340;1
Wednesday;1175;0;KS_366;2
Wednesday;700;0;KS_938;1
Wednesday;700;0;KS_488;1
Wednesday;1500;0;KS_484;1
Wednesday;1200;0;KS_370;1
Wednesday;1200;0;KS_456;1
Wednesday;700;0;KS_688;2
Wednesday;1200;0;KS_538;1
Wednesday;200;0;KS_546;2
Wednesday;350;0;KS_688;1
Wednesday;375;0;KS_358;1
Wednesday;2400;0;KS_366;6
Wednesday;250;0;KS_338;2
Wednesday;375;0;KS_340;1
Wednesday;350;0;KS_688;1
Wednesday;125;0;KS_336;1
Wednesday;250;0;KS_654;2
Wednesday;1500;0;KS_388;1
Wednesday;300;0;KS_652;3
Wednesday;275;0;KS_318;1
Wednesday;275;0;KS_362;1
Wednesday;1200;0;KS_308;2
Thursday;600;0;KS_318;2
Thursday;600;0;KS_688;1
Thursday;175;0;KS_368;1
Thursday;175;0;KS_368;1
Thursday;1350;50;KS_644;8
Thursday;1250;0;KS_414;1
Thursday;550;0;KS_594;1
Thursday;350;0;KS_688;1
Thursday;500;25;KS_582;3
Thursday;100;0;KS_546;1
Thursday;450;0;KS_668;1
Thursday;325;0;KS_330;1
Thursday;150;0;KS_360;1
Thursday;575;0;KS_548;1
Thursday;575;0;KS_338;1
Thursday;575;0;KS_644;2
Thursday;100;0;KS_328;1
Thursday;3700;0;KS_332;1
Thursday;3700;0;KS_688;1
Thursday;175;0;KS_368;1
Friday;125;0;KS_656;1
Friday;375;0;KS_358;1
Friday;175;0;KS_368;1
Friday;600;0;KS_532;2
Friday;325;0;KS_330;1
Friday;875;0;KS_556;1
Friday;875;0;KS_582;1
Friday;875;0;KS_584;1
Friday;225;0;KS_652;1
Friday;225;0;KS_654;1
Friday;175;0;KS_582;1
Friday;275;0;KS_318;1
Friday;275;0;KS_360;1
Friday;3425;0;KS_324;1
Friday;3425;0;KS_953;1
Friday;3425;0;KS_438;1
Friday;3425;0;KS_360;7
Friday;350;0;KS_688;1
Friday;450;0;KS_362;3
Friday;100;0;KS_544;1
Friday;325;0;KS_330;1
Friday;1250;0;KS_304;1
Friday;100;0;KS_328;1
Friday;375;0;KS_552;1
Friday;1725;25;KS_318;3
Friday;1725;25;KS_656;2
Friday;1725;25;KS_328;2
Friday;1725;25;KS_582;3
Friday;1725;25;KS_366;1
Friday;175;0;KS_368;1
Saturday;1000;0;KS_406;1
Saturday;175;0;KS_368;1
Saturday;2600;0;KS_450;1
Saturday;2600;0;KS_446;1
Saturday;500;0;KS_458;1
Saturday;375;0;KS_340;1
Saturday;2250;0;KS_468;1
Saturday;250;0;KS_492;1
Saturday;1200;0;KS_538;1
Saturday;500;0;KS_458;1
Saturday;100;0;KS_328;1
Saturday;2525;0;KS_302;1
Saturday;2525;0;KS_516;1
Saturday;2525;0;KS_328;1
Saturday;2525;0;KS_604;1
Saturday;2525;0;KS_308;1
Saturday;800;0;KS_614;1
Saturday;800;0;KS_662;1
Saturday;125;0;KS_654;1
Saturday;375;0;KS_340;1
Saturday;800;0;KS_486;1
Saturday;225;0;KS_636;3
Saturday;4075;0;KS_634;1
Saturday;4075;0;KS_330;1
Saturday;4075;0;KS_484;1
Saturday;4075;0;KS_410;1
Saturday;2100;0;KS_332;1
Saturday;2100;0;KS_664;1
Saturday;250;0;KS_324;1
Saturday;250;0;KS_318;1
Saturday;750;0;KS_302;1
Saturday;2200;0;KS_344;2
Friday;1900;0;KS_336;10
Friday;1900;0;KS_488;1
Friday;1900;0;KS_366;1
Friday;175;0;KS_368;1
Friday;250;0;KS_318;2
Friday;400;0;KS_366;1
Friday;250;0;KS_488;1
Friday;450;0;KS_938;1
Friday;700;0;KS_544;1
Friday;700;0;KS_546;1
Friday;700;0;KS_332;1
Friday;700;0;KS_460;1
Friday;125;0;KS_324;1
Friday;2050;0;KS_350;2
Friday;2050;0;KS_644;2
Friday;1500;0;KS_382;1
Friday;325;0;KS_584;1
Friday;750;0;KS_478;1
Friday;125;0;KS_336;1
Friday;100;0;KS_652;1
Friday;350;0;KS_368;2
Saturday;900;0;KS_542;1
Saturday;175;0;KS_368;1
Saturday;250;0;KS_378;1
Saturday;800;0;KS_586;1
Saturday;125;0;KS_324;1
Saturday;250;0;KS_654;2
Saturday;125;0;KS_336;1
Saturday;100;0;KS_328;1
Saturday;100;0;KS_352;1
Saturday;800;0;KS_586;1
Saturday;2850;0;KS_324;1
Saturday;2850;0;KS_318;2
Saturday;2850;0;KS_330;1
Saturday;2850;0;KS_312;1
Saturday;2850;0;KS_366;2
Saturday;2850;0;KS_688;1
Saturday;3500;0;KS_368;20
Friday;250;0;KS_324;2
Friday;1200;0;KS_360;8
Friday;175;0;KS_368;1
Friday;150;0;KS_636;2
Friday;525;0;KS_582;3
Friday;100;0;KS_328;1
Friday;300;0;KS_532;1
Friday;650;25;KS_582;3
Friday;650;25;KS_362;1
Friday;850;50;KS_598;1
Friday;850;50;KS_360;2
Friday;375;0;KS_318;1
Friday;375;0;KS_360;1
Friday;375;0;KS_328;1
Friday;1525;0;KS_654;1
Friday;1525;0;KS_478;1
Friday;1525;0;KS_664;1
Friday;2025;0;KS_636;2
Friday;2025;0;KS_484;1
Friday;2025;0;KS_358;1
Friday;5025;0;KS_550;1
Friday;5025;0;KS_332;1
Friday;5025;0;KS_484;1
Friday;5025;0;KS_358;1
Friday;5025;0;KS_308;1
Friday;5025;0;KS_688;3
Friday;2325;0;KS_324;1
Friday;2325;0;KS_548;1
Friday;2325;0;KS_336;3
Friday;2325;0;KS_318;1
Friday;2325;0;KS_360;2
Friday;2325;0;KS_486;1
Friday;2325;0;KS_362;1
Friday;2325;0;KS_688;1
Friday;1400;0;KS_354;1
Friday;1000;0;KS_556;2
Friday;1000;0;KS_654;2
Saturday;7100;0;KS_324;2
Saturday;7100;0;KS_394;1
Saturday;7100;0;KS_526;1
Saturday;7100;0;KS_668;1
Saturday;7100;0;KS_652;1
Saturday;7100;0;KS_696;1
Saturday;7100;0;KS_654;1
Saturday;7100;0;KS_340;1
Saturday;7100;0;KS_586;1
Saturday;7100;0;KS_384;1
Saturday;7100;0;KS_362;1
Saturday;7100;0;KS_366;1
Saturday;7100;0;KS_688;3
Saturday;1200;25;KS_582;3
Saturday;1200;25;KS_460;1
Saturday;3750;0;KS_638;1
Saturday;3750;0;KS_718;1
Saturday;2025;0;KS_324;6
Saturday;2025;0;KS_336;1
Saturday;2025;0;KS_364;1
Saturday;2025;0;KS_352;1
Saturday;2025;0;KS_330;1
Saturday;2025;0;KS_338;1
Saturday;2025;0;KS_366;1
Saturday;1175;50;KS_582;3
Saturday;1175;50;KS_644;4
Saturday;1500;0;KS_340;4
Saturday;875;0;KS_544;1
Saturday;875;0;KS_340;1
Saturday;875;0;KS_366;1
Saturday;500;25;KS_644;3
Saturday;1400;0;KS_692;1
Saturday;1400;0;KS_336;4
Saturday;1400;0;KS_568;1
Saturday;1400;0;KS_462;1
Saturday;10875;0;KS_372;1
Saturday;10875;0;KS_552;1
Saturday;10875;0;KS_526;3
Saturday;10875;0;KS_546;1
Saturday;10875;0;KS_652;4
Saturday;10875;0;KS_947;1
Saturday;10875;0;KS_368;1
Saturday;10875;0;KS_332;1
Saturday;10875;0;KS_340;1
Saturday;10875;0;KS_540;1
Saturday;10875;0;KS_484;1
Saturday;10875;0;KS_644;5
Saturday;10875;0;KS_362;1
Saturday;10875;0;KS_366;4
Saturday;10875;0;KS_460;2
Saturday;6225;0;KS_324;1
Saturday;6225;0;KS_474;1
Saturday;6225;0;KS_364;2
Saturday;6225;0;KS_368;1
Saturday;6225;0;KS_536;1
Saturday;6225;0;KS_312;1
Saturday;6225;0;KS_938;2
Saturday;6225;0;KS_358;1
Saturday;6225;0;KS_688;2
Saturday;2950;0;KS_374;1
Saturday;2950;0;KS_460;1
Saturday;250;0;KS_336;2
Saturday;450;0;KS_368;1
Saturday;450;0;KS_328;1
Saturday;450;0;KS_582;1
Saturday;550;0;KS_580;1
Saturday;1250;0;KS_304;1
Saturday;2000;0;KS_324;2
Saturday;2000;0;KS_702;1
Saturday;2000;0;KS_538;1
Saturday;4450;25;KS_680;1
Saturday;4450;25;KS_572;1
Saturday;4450;25;KS_540;1
Saturday;4450;25;KS_644;3
Saturday;4450;25;KS_688;1
Saturday;250;0;KS_336;2
Saturday;500;25;KS_644;3
Saturday;2175;0;KS_414;1
Saturday;2175;0;KS_336;2
Saturday;2175;0;KS_662;1
Saturday;2175;0;KS_584;1
Saturday;1900;0;KS_336;2
Saturday;1900;0;KS_364;2
Saturday;1900;0;KS_344;1
Saturday;1900;0;KS_362;1
Saturday;7650;0;KS_464;1
Saturday;7650;0;KS_450;1
Saturday;7650;0;KS_606;1
Saturday;525;0;KS_368;1
Saturday;525;0;KS_688;1
Monday;125;0;KS_336;1
Monday;375;0;KS_340;1
Monday;125;0;KS_324;1
Monday;525;0;KS_368;3
Monday;500;0;KS_332;1
Monday;500;0;KS_456;1
Monday;1350;50;KS_644;8
Monday;200;0;KS_364;1
Monday;500;0;KS_458;1
Monday;775;0;KS_340;1
Monday;775;0;KS_366;1
Monday;225;0;KS_352;1
Monday;225;0;KS_338;1
Monday;700;0;KS_688;2
Monday;375;0;KS_358;1
Monday;325;0;KS_548;1
Monday;325;0;KS_336;1
Monday;325;0;KS_346;1
Monday;1950;0;KS_720;1
Monday;600;50;KS_336;2
Monday;600;50;KS_462;1
Monday;350;0;KS_688;1
Monday;600;0;KS_364;3
Monday;125;0;KS_338;1
Tuesday;700;0;KS_688;2
Tuesday;325;0;KS_330;1
Tuesday;175;0;KS_368;1
Tuesday;125;0;KS_338;1
Tuesday;400;0;KS_548;4
Tuesday;2150;0;KS_634;1
Tuesday;2150;0;KS_656;1
Tuesday;2150;0;KS_338;1
Tuesday;2150;0;KS_712;1
Tuesday;650;0;KS_610;1
Tuesday;600;0;KS_308;1
Tuesday;1550;0;KS_324;2
Tuesday;1550;0;KS_960;1
Tuesday;1550;0;KS_492;1
Tuesday;1550;0;KS_366;2
Tuesday;400;0;KS_366;1
Tuesday;200;25;KS_336;1
Tuesday;200;25;KS_328;1
Tuesday;500;0;KS_336;1
Tuesday;500;0;KS_340;1
Tuesday;1000;50;KS_582;6
Tuesday;475;0;KS_336;1
Tuesday;475;0;KS_688;1
Tuesday;4250;0;KS_530;1
Tuesday;200;0;KS_364;1
Tuesday;2250;150;KS_586;3
Tuesday;1500;0;KS_446;1
Wednesday;700;0;KS_368;4
Wednesday;225;0;KS_636;3
Wednesday;125;0;KS_324;1
Wednesday;1900;0;KS_572;1
Wednesday;1900;0;KS_542;1
Wednesday;1900;0;KS_664;1
Wednesday;500;0;KS_328;1
Wednesday;500;0;KS_366;1
Wednesday;1850;0;KS_394;1
Wednesday;1850;0;KS_582;2
Wednesday;675;0;KS_324;1
Wednesday;675;0;KS_340;1
Wednesday;675;0;KS_582;1
Wednesday;400;0;KS_462;1
Wednesday;750;0;KS_302;1
Wednesday;600;0;KS_660;1
Wednesday;1200;0;KS_538;1
Wednesday;250;0;KS_336;2
Wednesday;5250;0;KS_974;3
Wednesday;5250;0;KS_332;2
Wednesday;5250;0;KS_688;4
Thursday;175;0;KS_368;1
Thursday;400;0;KS_652;4
Thursday;200;0;KS_328;2
Thursday;300;0;KS_362;2
Thursday;100;0;KS_652;1
Thursday;700;0;KS_604;1
Thursday;550;0;KS_614;1
Thursday;550;0;KS_652;1
Thursday;400;0;KS_462;1
Thursday;2000;0;KS_582;1
Thursday;2000;0;KS_644;7
Thursday;2000;0;KS_308;1
Thursday;650;0;KS_610;1
Thursday;200;0;KS_364;1
Thursday;2575;0;KS_468;1
Thursday;2575;0;KS_330;1
Thursday;1550;0;KS_370;1
Thursday;1550;0;KS_332;1
Thursday;1550;0;KS_688;1
Thursday;1050;0;KS_582;6
Thursday;375;0;KS_324;1
Thursday;375;0;KS_488;1
Thursday;500;0;KS_560;2
Thursday;375;0;KS_340;1
Friday;175;0;KS_368;1
Friday;1900;25;KS_644;3
Friday;1900;25;KS_460;2
Friday;350;0;KS_644;2
Friday;75;0;KS_636;1
Friday;1250;0;KS_310;1
Friday;1250;0;KS_488;1
Friday;1750;0;KS_680;1
Friday;400;0;KS_366;1
Friday;400;0;KS_364;2
Friday;2000;0;KS_596;1
Friday;2000;0;KS_536;1
Friday;2000;0;KS_308;1
Friday;325;0;KS_330;1
Friday;725;0;KS_596;1
Friday;725;0;KS_338;1
Friday;200;0;KS_364;1
Friday;1575;0;KS_304;1
Friday;1575;0;KS_330;1
Friday;325;0;KS_652;1
Friday;325;0;KS_328;1
Friday;325;0;KS_338;1
Friday;1500;0;KS_420;1
Friday;1950;0;KS_720;1
Friday;575;0;KS_584;1
Friday;575;0;KS_968;1
Saturday;375;0;KS_526;5
Saturday;525;0;KS_368;3
Saturday;1250;0;KS_364;1
Saturday;1250;0;KS_664;1
Saturday;1250;0;KS_366;1
Saturday;775;0;KS_340;1
Saturday;775;0;KS_366;1
Saturday;375;0;KS_336;3
Saturday;200;0;KS_544;1
Saturday;200;0;KS_546;1
Saturday;500;0;KS_458;1
Saturday;1775;0;KS_336;1
Saturday;1775;0;KS_338;2
Saturday;1775;0;KS_604;2
Saturday;3500;1400;KS_644;28
Saturday;125;0;KS_338;1
Saturday;5800;200;KS_464;1
Monday;175;0;KS_368;1
Monday;1200;0;KS_538;1
Monday;400;0;KS_366;1
Monday;1500;0;KS_484;1
Monday;1300;0;KS_398;1
Monday;1300;0;KS_660;1
Monday;125;0;KS_656;1
Monday;1000;0;KS_550;1
Monday;250;0;KS_378;1
Monday;600;0;KS_596;1
Monday;800;0;KS_652;4
Monday;800;0;KS_462;1
Monday;1200;0;KS_364;2
Monday;1200;0;KS_366;2
Monday;600;0;KS_364;1
Monday;600;0;KS_366;1
Monday;1350;50;KS_644;8
Monday;275;0;KS_364;1
Monday;275;0;KS_348;1
Monday;400;0;KS_330;1
Monday;400;0;KS_348;1
Tuesday;1275;0;KS_654;1
Tuesday;1275;0;KS_368;1
Tuesday;1275;0;KS_332;1
Tuesday;1275;0;KS_620;1
Tuesday;500;25;KS_644;3
Tuesday;750;0;KS_516;1
Tuesday;750;0;KS_566;1
Tuesday;2000;0;KS_336;2
Tuesday;2000;0;KS_338;2
Tuesday;2000;0;KS_422;1
Tuesday;2000;0;KS_496;1
Tuesday;2000;0;KS_368;2
Tuesday;2000;0;KS_536;1
Tuesday;2000;0;KS_326;1
Tuesday;250;0;KS_318;2
Tuesday;300;0;KS_636;2
Tuesday;300;0;KS_360;1
Tuesday;500;25;KS_582;3
Tuesday;725;0;KS_318;1
Tuesday;725;0;KS_332;1
Tuesday;725;0;KS_346;1
Tuesday;4550;0;KS_360;12
Tuesday;4550;0;KS_326;1
Tuesday;4550;0;KS_950;2
Tuesday;4550;0;KS_484;1
Tuesday;1300;0;KS_318;4
Tuesday;1300;0;KS_366;2
Tuesday;475;0;KS_546;1
Tuesday;475;0;KS_340;1
Tuesday;1175;0;KS_360;1
Tuesday;1175;0;KS_664;1
Tuesday;1175;0;KS_358;1
Tuesday;300;0;KS_654;1
Tuesday;300;0;KS_582;1
Tuesday;175;0;KS_368;1
Tuesday;500;200;KS_688;2
Tuesday;200;0;KS_364;1
Tuesday;5350;150;KS_974;2
Tuesday;5350;150;KS_332;1
Tuesday;5350;150;KS_326;1
Tuesday;5350;150;KS_971;3
Tuesday;5350;150;KS_688;4
Wednesday;225;0;KS_546;1
Wednesday;225;0;KS_336;1
Wednesday;575;50;KS_368;1
Wednesday;575;50;KS_971;1
Wednesday;5500;500;KS_464;1
Wednesday;375;0;KS_590;1
Wednesday;550;0;KS_606;1
Wednesday;1500;0;KS_484;1
Wednesday;125;0;KS_654;1
Wednesday;375;0;KS_340;1
Wednesday;450;0;KS_576;1
Wednesday;525;0;KS_368;3
Wednesday;2750;0;KS_360;2
Wednesday;2750;0;KS_386;1
Wednesday;3975;0;KS_466;1
Wednesday;3975;0;KS_636;3
Wednesday;450;0;KS_636;6
Wednesday;700;0;KS_582;2
Wednesday;700;0;KS_688;1
Wednesday;1000;0;KS_650;1
Friday;2500;0;KS_546;4
Friday;2500;0;KS_364;2
Friday;2500;0;KS_360;3
Friday;2500;0;KS_950;2
Friday;2500;0;KS_662;1
Friday;3300;0;KS_372;1
Friday;3300;0;KS_670;1
Friday;3300;0;KS_722;1
Friday;3300;0;KS_318;2
Friday;350;0;KS_336;1
Friday;350;0;KS_328;1
Friday;350;0;KS_338;1
Friday;350;0;KS_368;2
Friday;1100;0;KS_606;2
Friday;1500;0;KS_372;1
Friday;1500;0;KS_968;1
Friday;550;0;KS_360;2
Friday;550;0;KS_338;2
Friday;600;0;KS_308;1
Friday;775;0;KS_348;1
Friday;775;0;KS_688;2
Friday;1500;0;KS_382;1
Friday;950;0;KS_336;2
Friday;950;0;KS_688;2
Saturday;1200;0;KS_538;1
Saturday;175;0;KS_368;1
Saturday;2100;0;KS_494;1
Saturday;2100;0;KS_538;1
Saturday;150;0;KS_526;2
Saturday;375;0;KS_340;1
Saturday;800;0;KS_486;1
Monday;6800;225;KS_370;1
Monday;6800;225;KS_672;1
Monday;6800;225;KS_304;1
Monday;6800;225;KS_532;1
Monday;6800;225;KS_546;2
Monday;6800;225;KS_718;1
Monday;6800;225;KS_572;1
Monday;6800;225;KS_600;1
Monday;6800;225;KS_582;3
Monday;6800;225;KS_586;1
Monday;175;0;KS_368;1
Monday;300;0;KS_360;2
Monday;425;0;KS_368;1
Monday;425;0;KS_968;1
Monday;425;0;KS_654;1
Monday;425;0;KS_360;2
Monday;750;0;KS_302;1
Monday;6425;500;KS_464;1
Monday;6425;500;KS_596;1
Monday;6425;500;KS_330;1
Monday;1050;0;KS_644;6
Monday;950;0;KS_370;1
Monday;950;0;KS_338;2
Monday;75;0;KS_348;1
Monday;1250;0;KS_304;1
Monday;750;0;KS_366;1
Monday;750;0;KS_688;1
Monday;700;0;KS_370;1
Monday;500;0;KS_652;5
Tuesday;1300;0;KS_971;1
Tuesday;1300;0;KS_938;2
Tuesday;525;0;KS_368;3
Tuesday;325;0;KS_330;1
Tuesday;600;0;KS_612;1
Tuesday;1125;0;KS_336;2
Tuesday;1125;0;KS_318;3
Tuesday;1125;0;KS_338;1
Tuesday;1125;0;KS_348;5
Tuesday;175;0;KS_582;1
Tuesday;175;0;KS_368;1
Tuesday;1500;0;KS_442;1
Tuesday;125;0;KS_318;1
Tuesday;825;0;KS_656;1
Tuesday;825;0;KS_360;2
Tuesday;825;0;KS_712;1
Tuesday;75;0;KS_526;1
Tuesday;125;0;KS_338;1
Tuesday;375;0;KS_590;1
Tuesday;125;0;KS_336;1
Tuesday;600;0;KS_596;1
Tuesday;350;0;KS_688;1
Tuesday;525;0;KS_644;3
Tuesday;250;0;KS_654;2
Tuesday;675;25;KS_644;4
Tuesday;500;25;KS_582;3
Wednesday;125;0;KS_654;1
Wednesday;950;0;KS_974;1
Wednesday;100;0;KS_546;1
Wednesday;175;0;KS_368;1
Wednesday;200;0;KS_546;2
Wednesday;250;0;KS_490;1
Wednesday;250;0;KS_692;1
Wednesday;600;0;KS_342;1
Wednesday;350;0;KS_368;2
Wednesday;650;0;KS_664;1
Wednesday;1950;0;KS_720;1
Wednesday;75;0;KS_526;1
Wednesday;125;0;KS_654;1
Wednesday;1450;0;KS_318;2
Wednesday;1450;0;KS_366;3
Wednesday;125;0;KS_654;1
Thursday;800;0;KS_366;1
Thursday;800;0;KS_462;1
Thursday;1025;0;KS_692;1
Thursday;1025;0;KS_368;1
Thursday;1025;0;KS_612;1
Thursday;525;0;KS_338;1
Thursday;525;0;KS_366;1
Thursday;3700;0;KS_374;1
Thursday;3700;0;KS_690;1
Thursday;1275;0;KS_636;2
Thursday;1275;0;KS_336;1
Thursday;1275;0;KS_318;2
Thursday;1275;0;KS_360;2
Thursday;1275;0;KS_938;1
Thursday;250;0;KS_360;1
Thursday;250;0;KS_328;1
Thursday;225;0;KS_324;1
Thursday;225;0;KS_652;1
Thursday;2125;0;KS_302;1
Thursday;2125;0;KS_414;1
Thursday;2125;0;KS_338;1
Thursday;950;0;KS_336;2
Thursday;950;0;KS_342;1
Thursday;950;0;KS_328;1
Thursday;1000;50;KS_644;6
Friday;250;0;KS_336;1
Friday;250;0;KS_318;1
Friday;175;0;KS_368;1
Friday;325;0;KS_330;1
Friday;250;0;KS_336;2
Friday;225;0;KS_318;1
Friday;225;0;KS_328;1
Friday;100;0;KS_544;1
Friday;950;0;KS_702;1
Friday;950;0;KS_462;1
Friday;3500;1400;KS_644;28
Friday;325;0;KS_584;1
Friday;750;0;KS_320;1
Friday;700;0;KS_460;1
Friday;250;0;KS_318;1
Friday;250;0;KS_654;1
Friday;400;0;KS_366;1
Friday;100;0;KS_328;1
Friday;125;0;KS_336;1
Friday;600;0;KS_342;1
Friday;725;0;KS_532;2
Friday;725;0;KS_318;1
Friday;375;0;KS_318;3
Friday;300;0;KS_532;1
Saturday;175;0;KS_368;1
Saturday;1000;0;KS_596;1
Saturday;1000;0;KS_366;1
Saturday;2200;0;KS_494;1
Saturday;2200;0;KS_548;6
Saturday;2200;0;KS_688;2
Saturday;125;0;KS_318;1
Saturday;1600;0;KS_414;1
Saturday;1600;0;KS_688;1
Saturday;450;0;KS_318;2
Saturday;450;0;KS_328;2
Saturday;125;0;KS_324;1
Saturday;75;0;KS_526;1
Saturday;1200;0;KS_538;1
Saturday;125;0;KS_336;1
Saturday;500;0;KS_362;1
Saturday;500;0;KS_678;1
Saturday;1675;0;KS_692;2
Saturday;1675;0;KS_336;2
Saturday;1675;0;KS_318;1
Saturday;1675;0;KS_366;2
Saturday;650;0;KS_664;1
Saturday;2250;0;KS_374;1
Saturday;1000;50;KS_582;6
Saturday;500;25;KS_582;3
Monday;675;0;KS_636;4
Monday;675;0;KS_318;3
Monday;175;0;KS_368;1
Monday;125;0;KS_336;1
Monday;350;0;KS_688;1
Monday;525;0;KS_644;3
Monday;100;0;KS_652;1
Monday;900;0;KS_370;1
Monday;900;0;KS_328;2
Monday;1200;0;KS_612;2
Monday;175;0;KS_368;1
Monday;1950;0;KS_304;1
Monday;1950;0;KS_460;1
Monday;1250;0;KS_304;1
Monday;100;0;KS_328;1
Monday;1000;50;KS_644;6
Monday;1000;50;KS_644;6
Monday;800;0;KS_652;1
Monday;800;0;KS_336;3
Monday;800;0;KS_318;2
Monday;800;0;KS_348;1
Monday;300;0;KS_652;3
Monday;175;0;KS_368;1
Monday;200;0;KS_364;1
Tuesday;175;0;KS_368;1
Tuesday;700;0;KS_688;2
Tuesday;350;0;KS_364;1
Tuesday;350;0;KS_360;1
Tuesday;125;0;KS_338;1
Tuesday;1000;0;KS_478;1
Tuesday;1000;0;KS_490;1
Tuesday;400;0;KS_366;1
Tuesday;2975;0;KS_370;1
Tuesday;2975;0;KS_302;1
Tuesday;2975;0;KS_330;1
Tuesday;2975;0;KS_486;1
Tuesday;2975;0;KS_462;1
Tuesday;350;0;KS_688;1
Tuesday;375;0;KS_552;1
Tuesday;125;0;KS_654;1
Tuesday;375;0;KS_358;1
Tuesday;350;0;KS_688;1
Tuesday;125;0;KS_324;1
Tuesday;1175;0;KS_340;1
Tuesday;1175;0;KS_486;1
Tuesday;450;0;KS_636;6
Wednesday;125;0;KS_318;1
Wednesday;175;0;KS_582;1
Wednesday;1000;0;KS_488;1
Wednesday;1000;0;KS_366;1
Wednesday;1000;0;KS_688;1
Wednesday;125;0;KS_336;1
Wednesday;1200;0;KS_342;2
Wednesday;525;0;KS_324;1
Wednesday;525;0;KS_336;1
Wednesday;525;0;KS_338;1
Wednesday;525;0;KS_362;1
Wednesday;175;0;KS_368;1
Wednesday;700;0;KS_604;1
Wednesday;100;0;KS_328;1
Wednesday;100;0;KS_652;1
Wednesday;150;0;KS_636;2
Wednesday;600;0;KS_660;1
Wednesday;200;0;KS_364;1
Thursday;125;0;KS_324;1
Thursday;750;0;KS_590;2
Thursday;175;0;KS_368;1
Thursday;1600;0;KS_586;1
Thursday;1600;0;KS_664;1
Thursday;1600;0;KS_362;1
Thursday;150;0;KS_526;2
Thursday;125;0;KS_336;1
Thursday;500;0;KS_324;4
Thursday;325;0;KS_544;1
Thursday;325;0;KS_336;1
Thursday;325;0;KS_328;1
Thursday;2800;100;KS_536;1
Thursday;2800;100;KS_644;12
Thursday;150;0;KS_526;2
Thursday;100;0;KS_548;1
Thursday;500;25;KS_582;3
Thursday;800;0;KS_486;1
Thursday;125;0;KS_324;1
Thursday;1000;50;KS_644;6
Friday;175;0;KS_582;1
Friday;4050;0;KS_672;1
Friday;4050;0;KS_354;1
Friday;4050;0;KS_304;1
Friday;175;0;KS_368;1
Friday;1600;0;KS_366;4
Friday;325;0;KS_330;1
Friday;500;0;KS_332;1
Friday;600;0;KS_612;1
Friday;200;0;KS_328;2
Friday;425;0;KS_704;1
Friday;100;0;KS_652;1
Friday;975;0;KS_324;1
Friday;975;0;KS_350;1
Friday;500;25;KS_644;3
Friday;100;0;KS_328;1
Friday;350;0;KS_688;1
Saturday;350;0;KS_368;2
Saturday;175;0;KS_368;1
Saturday;1350;0;KS_660;1
Saturday;1350;0;KS_662;1
Saturday;1350;0;KS_366;1
Saturday;750;0;KS_410;1
Saturday;4250;150;KS_456;1
Saturday;4250;150;KS_668;1
Saturday;4250;150;KS_720;1
Saturday;4250;150;KS_540;1
Saturday;250;0;KS_318;2
Saturday;600;25;KS_328;1
Saturday;600;25;KS_582;3
Saturday;650;0;KS_330;2
Saturday;125;0;KS_336;1
Saturday;125;0;KS_336;1
Monday;600;0;KS_518;1
Monday;1200;0;KS_486;1
Monday;1200;0;KS_366;1
Monday;800;0;KS_486;1
Monday;175;0;KS_368;1
Monday;500;0;KS_652;5
Monday;400;0;KS_378;1
Monday;400;0;KS_362;1
Monday;100;0;KS_652;1
Monday;425;0;KS_544;1
Monday;425;0;KS_318;1
Monday;425;0;KS_328;2
Monday;225;0;KS_636;3
Monday;125;0;KS_336;1
Monday;350;0;KS_975;1
Monday;1700;0;KS_624;1
Monday;1700;0;KS_586;1
Tuesday;1025;0;KS_552;1
Tuesday;1025;0;KS_378;1
Tuesday;1025;0;KS_366;1
Tuesday;350;0;KS_688;1
Tuesday;375;0;KS_340;1
Tuesday;750;25;KS_336;2
Tuesday;750;25;KS_582;3
Tuesday;350;0;KS_688;1
Tuesday;650;0;KS_664;1
Tuesday;175;0;KS_368;1
Tuesday;150;0;KS_526;2
Tuesday;1500;0;KS_382;1
Tuesday;350;0;KS_582;2
Tuesday;75;0;KS_636;1
Tuesday;950;0;KS_324;1
Tuesday;950;0;KS_330;1
Tuesday;950;0;KS_328;1
Tuesday;950;0;KS_366;1
